# (slave) id, asymmetry, rt_m, rt_s, t1, t2, tm1, tm2, offset, delay
# (master) id, rt, t1, t2, tm1, tm2
296, 536931, 1629116, 1092185, 1678216765472447628, 1678216765472995381, 1678216765473280639, 1678216765473825071, -1501, 545579
297, 565001, 1656124, 1091123, 1678216765693841977, 1678216765694389693, 1678216765694660495, 1678216765695203902, 219, 545730
298, 537259, 1630772, 1093513, 1678216767084522450, 1678216767085069445, 1678216767085336351, 1678216767085882869, 685, 545859
299, 532444, 1622845, 1090401, 1678216767725020620, 1678216767725566381, 1678216767725825567, 1678216767726370207, -232, 546024
300, 530915, 1624196, 1093281, 1678216769405155659, 1678216769405702693, 1678216769405961327, 1678216769406507574, -1171, 546024
301, 513783, 1604646, 1090863, 1678216770948715125, 1678216770949259549, 1678216770949528719, 1678216770950075158, -6, 546182
303, 174179, 1265781, 1091602, 1678216773294294011, 1678216773294839541, 1678216773295104047, 1678216773295650119, 174677, 546182
304, 720605, 1809116, 1088511, 1678216774613969781, 1678216774614686517, 1678216774614941087, 1678216774615312862, -175406, 546260
305, 540321, 1630993, 1090672, 1678216775082372457, 1678216775083037101, 1678216775083303151, 1678216775083729179, -52980, 546182
306, 602973, 1695184, 1092211, 1678216775893350099, 1678216775893932685, 1678216775894237343, 1678216775894746968, 157, 546024
307, 516489, 1607574, 1091085, 1678216777835587983, 1678216777836114941, 1678216777836431807, 1678216777836995934, 14646, 545809
308, 583667, 1675013, 1091346, 1678216779608135819, 1678216779608668269, 1678216779608996975, 1678216779609555871, 12573, 545809
309, 531592, 1626040, 1094448, 1678216780439563251, 1678216780440103165, 1678216780440422095, 1678216780440976629, 5559, 545887
310, 500046, 1590502, 1090456, 1678216781665569853, 1678216781666113069, 1678216781666341791, 1678216781666889031, 1973, 545465
312, 703106, 1793881, 1090775, 1678216783602632487, 1678216783603176709, 1678216783603426767, 1678216783603973320, 2303, 545465
313, 526976, 1618972, 1091996, 1678216784937214895, 1678216784937762005, 1678216784938026127, 1678216784938571013, -250, 545465
314, 479483, 1569605, 1090122, 1678216786234168045, 1678216786234712597, 1678216786234963071, 1678216786235508641, 891, 545403
315, 718226, 1808949, 1090723, 1678216787850079445, 1678216787850624189, 1678216787850878047, 1678216787851424026, 234212, 545403
316, 529964, 1621667, 1091703, 1678216788791544993, 1678216788792127333, 1678216788792437087, 1678216788792946450, -232407, 545465
318, 511605, 1601459, 1089854, 1678216790405125322, 1678216790405778381, 1678216790406105839, 1678216790406542634, -72556, 545112
321, 484297, 1573612, 1089315, 1678216792301276621, 1678216792301807629, 1678216792302054143, 1678216792302612450, 21195, 543303
322, 375257, 1619205, 1243948, 1678216793113351969, 1678216793113878181, 1678216793114198495, 1678216793114916231, 22694, 543303
324, 480318, 1571058, 1090740, 1678216794559534661, 1678216794560067781, 1678216794560391295, 1678216794560948915, 14537, 543303
325, 551898, 1641519, 1089621, 1678216795134507775, 1678216795135045733, 1678216795135376031, 1678216795135927694, 6782, 543702
326, 552024, 1644381, 1092357, 1678216796787216274, 1678216796787763717, 1678216796788169935, 1678216796788714849, 2001, 543702
327, 540663, 1631453, 1090790, 1678216797738856175, 1678216797739404117, 1678216797739724255, 1678216797740267103, -4146, 545975
328, 503405, 1594003, 1090598, 1678216799513528774, 1678216799514074469, 1678216799514404303, 1678216799514949206, 649, 545975
329, 551794, 1643780, 1091986, 1678216800803247224, 1678216800803792861, 1678216800804062463, 1678216800804608812, 0, 546279
332, 554130, 1645467, 1091337, 1678216802529169924, 1678216802529713725, 1678216802530057823, 1678216802530605359, 386, 546279
333, 67960, 658504, 590544, 1678216804376158116, 1678216804376332861, 1678216804376654639, 1678216804377070438, -1875, 545501
335, -69072, 597470, 666542, 1678216806255112540, 1678216806255081165, 1678216806255414927, 1678216806256112844, 151428, 544815
336, -5860, 583828, 589688, 1678216807061196815, 1678216807061110021, 1678216807061425759, 1678216807062102241, 104755, 544275
338, 56975, 646102, 589127, 1678216808880740784, 1678216808880766925, 1678216808881090767, 1678216808881653753, 72884, 371448
340, -164019, 587678, 751697, 1678216810309619153, 1678216810309835253, 1678216810310157935, 1678216810310693532, 8717, 331598
342, -6263, 582856, 589119, 1678216812443172861, 1678216812443483901, 1678216812443800079, 1678216812444078158, -50162, 327855
343, 643, 589568, 588925, 1678216813276626198, 1678216813276931149, 1678216813277266863, 1678216813277550837, -39550, 327855
344, 1765, 595014, 593249, 1678216814133766460, 1678216814134061925, 1678216814134451903, 1678216814134749687, -24187, 327855
345, 35146, 627319, 592173, 1678216815104795168, 1678216815105075693, 1678216815105453727, 1678216815105765375, 2461, 315109
347, -137, 591201, 591338, 1678216816143576166, 1678216816143852101, 1678216816144216911, 1678216816144532314, 15833, 296688
348, 2326, 592583, 590257, 1678216817505956521, 1678216817506255309, 1678216817506532399, 1678216817506823868, -8067, 296688
349, 34294, 625182, 590888, 1678216818610851086, 1678216818611153829, 1678216818611453855, 1678216818611742000, -7888, 296153
352, 44717, 636219, 591502, 1678216820611739766, 1678216820612037925, 1678216820612337727, 1678216820612631070, -2648, 293719
353, 123448, 713074, 589626, 1678216821590028383, 1678216821590325709, 1678216821590645247, 1678216821590937547, -1070, 294358
354, -154400, 588592, 742992, 1678216823053831238, 1678216823054129773, 1678216823054456239, 1678216823054900696, -1856, 294743
355, -8726, 581733, 590459, 1678216824719219928, 1678216824719516893, 1678216824719898175, 1678216824720191669, 910, 294986
356, 56715, 646422, 589707, 1678216826001363788, 1678216826001656749, 1678216826001911695, 1678216826002208441, 609, 294986
357, 28553, 618676, 590123, 1678216826716741502, 1678216826717034557, 1678216826717309327, 1678216826717606395, 2117, 294698
358, 237270, 825582, 588312, 1678216828265242381, 1678216828265537621, 1678216828265860527, 1678216828266153599, 198899, 294698
359, -2823, 585998, 588821, 1678216829249441496, 1678216829249858621, 1678216829250138303, 1678216829250309999, -199242, 294698
360, 22378, 612986, 590608, 1678216831204563665, 1678216831204885349, 1678216831205151135, 1678216831205420059, -465, 294376
362, 41393, 632092, 590699, 1678216831867399828, 1678216831867691245, 1678216831868008671, 1678216831868307953, 20383, 294498
364, -156960, 594822, 751782, 1678216832877732990, 1678216832878171629, 1678216832878433951, 1678216832878747094, 17848, 294786
367, -329307, 646614, 975921, 1678216835640067058, 1678216835640356029, 1678216835640608575, 1678216835641295525, 5881, 296084
369, -390016, 654253, 1044269, 1678216836640591845, 1678216836641274709, 1678216836641446159, 1678216836641807564, 259, 296224
370, 67427, 658620, 591193, 1678216838630847346, 1678216838631140093, 1678216838631464687, 1678216838631763133, 482, 296224
372, -4258, 587950, 592208, 1678216840222053371, 1678216840222347837, 1678216840222676543, 1678216840222974285, -807, 296398
373, -6414, 583669, 590083, 1678216841576217637, 1678216841576510549, 1678216841576838767, 1678216841577135938, -497, 296315
374, -65979, 637100, 703079, 1678216842728498503, 1678216842728791229, 1678216842729204527, 1678216842729614880, 274, 296022
375, 186393, 776901, 590508, 1678216843969812019, 1678216843970104437, 1678216843970364239, 1678216843970662329, 2646, 295685
376, -19974, 646660, 666634, 1678216845909093801, 1678216845909387229, 1678216845909644511, 1678216845910017717, 1330, 295387
377, 52563, 642781, 590218, 1678216847438786892, 1678216847439081877, 1678216847439333455, 1678216847439628688, -1713, 295579
378, 921, 589759, 588838, 1678216847921098817, 1678216847921392917, 1678216847921590991, 1678216847921885729, 911, 294832
379, -195, 587551, 587746, 1678216849691019948, 1678216849691314669, 1678216849691564383, 1678216849691857408, -2839, 294832
381, 169780, 761337, 591557, 1678216851558762955, 1678216851559058285, 1678216851559309775, 1678216851559606002, 610, 294117
382, -9020, 581990, 591010, 1678216853485909563, 1678216853486204965, 1678216853486460895, 1678216853486756503, 154, 294117
384, -254840, 674419, 929259, 1678216855636134496, 1678216855636430189, 1678216855636767663, 1678216855637401229, -787, 294538
386, -1764, 590549, 592313, 1678216857108260359, 1678216857108557197, 1678216857108882079, 1678216857109177554, 291, 294996
387, 45673, 635476, 589803, 1678216858649630780, 1678216858649927205, 1678216858650210047, 1678216858650503425, -1837, 294996
388, 361, 589516, 589155, 1678216859724999711, 1678216859725295245, 1678216859725626847, 1678216859725920468, 1431, 294996
389, -8515, 581390, 589905, 1678216861219407681, 1678216861219703637, 1678216861220024831, 1678216861220318780, -839, 294996
390, -8910, 583045, 591955, 1678216862271487363, 1678216862271782733, 1678216862272104383, 1678216862272400968, 1688, 294996
391, 2400, 592723, 590323, 1678216863987507162, 1678216863987802885, 1678216863988122959, 1678216863988417559, 1994, 294996
393, 33126, 620958, 587832, 1678216865098747516, 1678216865099040997, 1678216865099373487, 1678216865099667838, -898, 295181
394, 179029, 767582, 588553, 1678216866663406976, 1678216866663702013, 1678216866664022591, 1678216866664316107, 183826, 295289
396, 42917, 631644, 588727, 1678216868618793662, 1678216868619269333, 1678216868619565199, 1678216868619678255, -181295, 295461
397, 118569, 706657, 588088, 1678216869667903910, 1678216869668255741, 1678216869668572367, 1678216869668808624, 115331, 295406
399, 47471, 637421, 589950, 1678216870797610535, 1678216870797920149, 1678216870798256463, 1678216870798536799, -98968, 295708
400, 200607, 791932, 591325, 1678216872624165068, 1678216872624479381, 1678216872624821151, 1678216872625098163, -17335, 295708
402, 4010, 592383, 588373, 1678216873293659787, 1678216873293951645, 1678216873294268639, 1678216873294565154, 13048, 295406
403, 1757, 590164, 588407, 1678216874497932490, 1678216874498210125, 1678216874498470863, 1678216874498781635, 17973, 294512
404, -3998, 584215, 588213, 1678216876301848228, 1678216876302133261, 1678216876302456495, 1678216876302759675, 7593, 294805
406, -2040, 588167, 590207, 1678216877237122376, 1678216877237412981, 1678216877237736175, 1678216877238035777, 3261, 294805
407, -3498, 586702, 590200, 1678216878299665632, 1678216878299958613, 1678216878300294303, 1678216878300591522, 2679, 295843
408, -522, 588238, 588760, 1678216879167262900, 1678216879167556381, 1678216879167895135, 1678216879168190414, -1224, 295762
410, 35, 591078, 591043, 1678216881192465831, 1678216881192759621, 1678216881193009679, 1678216881193306932, 2021, 295520
411, 153273, 742595, 589322, 1678216882592595089, 1678216882592890557, 1678216882593155359, 1678216882593449213, 561, 295762
412, 8004, 597582, 589578, 1678216883445662986, 1678216883445958557, 1678216883446220111, 1678216883446514118, -3361, 295974
415, 311, 588789, 588478, 1678216884532596086, 1678216884532889269, 1678216884533144783, 1678216884533440078, -968, 295520
416, -2722, 585575, 588297, 1678216885933938540, 1678216885934230261, 1678216885934482191, 1678216885934778767, -1158, 295432
417, 665, 591397, 590732, 1678216887161587400, 1678216887161882645, 1678216887162134639, 1678216887162430126, 1424, 295327
