# (slave) id, asymmetry, rt_m, rt_s, t1, t2, tm1, tm2, offset, delay
# (master) id, rt, t1, t2, tm1, tm2
325, 1568431, 1678216784629819279, 1678216784630361816, 1678216784630848415, 1678216784631874309
326, 1618972, 1678216785629984175, 1678216785630529390, 1678216785630966408, 1678216785632040165
327, 1569605, 1678216786630134527, 1678216786630680821, 1678216786631167822, 1678216786632191133
328, 1567606, 1678216787630295327, 1678216787630839697, 1678216787631327529, 1678216787632350765
329, 1808949, 1678216788630414159, 1678216788631193774, 1678216788631676455, 1678216788632705789
330, 1621667, 1678216789630622607, 1678216789630935665, 1678216789631372660, 1678216789632681269
331, 1601459, 1678216790630835599, 1678216790631308155, 1678216790631763078, 1678216790632891981
332, 1600708, 1678216791630995071, 1678216791631542803, 1678216791632001445, 1678216791633054421
333, 1573612, 1678216792631150847, 1678216792631715345, 1678216792632199739, 1678216792633208853
334, 1619205, 1678216793631311295, 1678216793631877292, 1678216793632315669, 1678216793633368877
335, 1571058, 1678216794631524447, 1678216794632082287, 1678216794632568947, 1678216794633582165
336, 1641519, 1678216795631687951, 1678216795632238435, 1678216795632654434, 1678216795633745469
337, 1603559, 1678216796631843119, 1678216796632389024, 1678216796632842303, 1678216796633899957
338, 1644381, 1678216797631996527, 1678216797632542230, 1678216797632955615, 1678216797634054293
339, 1631453, 1678216798632208159, 1678216798632749988, 1678216798633173925, 1678216798634263549
340, 1594003, 1678216799632426527, 1678216799632973151, 1678216799633435650, 1678216799634483029
341, 1573678, 1678216800632604767, 1678216800633151054, 1678216800633633686, 1678216800634661077
342, 1643780, 1678216801632768367, 1678216801633314646, 1678216801633725992, 1678216801634823493
343, 1645467, 1678216802632968847, 1678216802633515512, 1678216802633924979, 1678216802635023781
344, 592838, 1678216803633188559, 1678216803633237443, 1678216803633712867, 1678216803634256821
345, 658504, 1678216804633398415, 1678216804633942041, 1678216804634336743, 1678216804634451621
346, 643310, 1678216805633618127, 1678216805634315462, 1678216805634726974, 1678216805634672949
347, 597470, 1678216806633829791, 1678216806634526034, 1678216806634982970, 1678216806634884197
348, 583828, 1678216807634087295, 1678216807634736325, 1678216807635225231, 1678216807635160029
349, 720154, 1678216808634262591, 1678216808634996209, 1678216808635465093, 1678216808635451629
350, 646102, 1678216809634443903, 1678216809634888235, 1678216809635298571, 1678216809635500341
351, 587678, 1678216810634595903, 1678216810634936218, 1678216810635409938, 1678216810635657301
352, 584219, 1678216811634814399, 1678216811635096607, 1678216811635589202, 1678216811635891213
353, 582856, 1678216812634966127, 1678216812635243820, 1678216812635728098, 1678216812636033261
354, 589568, 1678216813635183615, 1678216813635471920, 1678216813635942294, 1678216813636243557
355, 595014, 1678216814635340175, 1678216814635643843, 1678216814636102003, 1678216814636393349
356, 627319, 1678216815635508415, 1678216815635825985, 1678216815636252696, 1678216815636562445
357, 591201, 1678216816635672223, 1678216816635984744, 1678216816636455709, 1678216816636734389
358, 592583, 1678216817635831247, 1678216817636119868, 1678216817636579827, 1678216817636883789
359, 625182, 1678216818635980255, 1678216818636268520, 1678216818636697280, 1678216818637034197
360, 617532, 1678216819636138623, 1678216819636426304, 1678216819636861602, 1678216819637191453
361, 636219, 1678216820636292543, 1678216820636583614, 1678216820637000521, 1678216820637345669
362, 713074, 1678216821636446911, 1678216821636740199, 1678216821637081923, 1678216821637501709
363, 583718, 1678216822636597407, 1678216822636888983, 1678216822637377767, 1678216822637669909
364, 588592, 1678216823636757055, 1678216823637049942, 1678216823638114884, 1678216823638410589
365, 582733, 1678216824636909487, 1678216824637202531, 1678216824637687932, 1678216824637977621
366, 581733, 1678216825637069839, 1678216825637365735, 1678216825637856168, 1678216825638142005
367, 646422, 1678216826637232479, 1678216826637528074, 1678216826638012834, 1678216826638363661
368, 618676, 1678216827637425135, 1678216827637721950, 1678216827638158920, 1678216827638480781
369, 825582, 1678216828637658079, 1678216828638151676, 1678216828638581996, 1678216828638913981
370, 585998, 1678216829637881743, 1678216829637977199, 1678216829638459391, 1678216829638949933
371, 581186, 1678216830638037711, 1678216830638269813, 1678216830638760401, 1678216830639109485
372, 612986, 1678216831638256447, 1678216831638550358, 1678216831638990114, 1678216831639309189
373, 632092, 1678216832638472111, 1678216832638786992, 1678216832639209786, 1678216832639526997
374, 594822, 1678216833638643807, 1678216833638956441, 1678216833639416369, 1678216833639698557
375, 586752, 1678216834638795167, 1678216834639102705, 1678216834639583383, 1678216834639862597
376, 646614, 1678216835638960991, 1678216835639262956, 1678216835639671564, 1678216835640016213
377, 654253, 1678216836639171103, 1678216836639467586, 1678216836639866899, 1678216836640224669
378, 590724, 1678216837639325151, 1678216837639624211, 1678216837640087469, 1678216837640379133
379, 658620, 1678216838639521487, 1678216838639818193, 1678216838640212715, 1678216838640574629
380, 617356, 1678216839639749983, 1678216839640048498, 1678216839640486084, 1678216839640804925
381, 587950, 1678216840639904335, 1678216840640199926, 1678216840640678590, 1678216840640970949
382, 583669, 1678216841640056447, 1678216841640352265, 1678216841640835042, 1678216841641122893
383, 587182, 1678216842640210479, 1678216842640505619, 1678216842640983427, 1678216842641275469
384, 637100, 1678216843640351711, 1678216843640648007, 1678216843641063665, 1678216843641404469
385, 776901, 1678216844640562191, 1678216844640860522, 1678216844641338435, 1678216844641817005
386, 581591, 1678216845640723519, 1678216845641017937, 1678216845641501840, 1678216845641789013
387, 646660, 1678216846640875935, 1678216846641172652, 1678216846641581438, 1678216846641931381
388, 642781, 1678216847641034927, 1678216847641328793, 1678216847641741074, 1678216847642089989
389, 589759, 1678216848641216847, 1678216848641512590, 1678216848642103221, 1678216848642397237
390, 584383, 1678216849641376767, 1678216849641672914, 1678216849642166929, 1678216849642455165
391, 587551, 1678216850641453695, 1678216850641745688, 1678216850642281671, 1678216850642577229
392, 761337, 1678216851641610543, 1678216851641905270, 1678216851642197115, 1678216851642663725
393, 583982, 1678216852641759071, 1678216852642054071, 1678216852642540151, 1678216852642829133
394, 581990, 1678216853641919695, 1678216853642213966, 1678216853642698494, 1678216853642986213
395, 626285, 1678216854642194431, 1678216854642488178, 1678216854642915907, 1678216854643248445
396, 674419, 1678216855642333871, 1678216855642627622, 1678216855643007081, 1678216855643387749
397, 591557, 1678216856642500863, 1678216856642795834, 1678216856643258859, 1678216856643555445
398, 590549, 1678216857642713471, 1678216857643008758, 1678216857643479879, 1678216857643775141
399, 582526, 1678216858642864783, 1678216858643159047, 1678216858643643711, 1678216858643931973
400, 635476, 1678216859643089087, 1678216859643382246, 1678216859643799840, 1678216859644142157
401, 589516, 1678216860643244495, 1678216860643540922, 1678216860644018540, 1678216860644311629
402, 581390, 1678216861643419839, 1678216861643713996, 1678216861644197772, 1678216861644485005
403, 583045, 1678216862643584863, 1678216862643881547, 1678216862644365548, 1678216862644651909
404, 588102, 1678216863643741359, 1678216863644035106, 1678216863644503386, 1678216863644797741
405, 592723, 1678216864643893839, 1678216864644190829, 1678216864645399528, 1678216864645695261
406, 620958, 1678216865644050431, 1678216865644344714, 1678216865644832354, 1678216865645159029
407, 645341, 1678216866644205519, 1678216866644501638, 1678216866644984223, 1678216866645333445
408, 767582, 1678216867644366991, 1678216867644846106, 1678216867645335210, 1678216867645623677
409, 631644, 1678216868644517295, 1678216868644631461, 1678216868645059615, 1678216868645577093
410, 582697, 1678216869644690783, 1678216869644925844, 1678216869645411657, 1678216869645759293
411, 706657, 1678216870644846415, 1678216870645257152, 1678216870645753685, 1678216870646049605
412, 637421, 1678216871645067647, 1678216871645264387, 1678216871645680884, 1678216871646121565
413, 791932, 1678216872645218959, 1678216872645497332, 1678216872645759806, 1678216872646273365
414, 592383, 1678216873645442591, 1678216873645751045, 1678216873646217236, 1678216873646501165
415, 590164, 1678216874645652799, 1678216874645965284, 1678216874646439142, 1678216874646716821
416, 590359, 1678216875645822031, 1678216875646129326, 1678216875646602445, 1678216875646885509
417, 584215, 1678216876646093087, 1678216876646395485, 1678216876646878004, 1678216876647159821
418, 588167, 1678216877646262767, 1678216877646560833, 1678216877647038232, 1678216877647328333
419, 586702, 1678216878646499135, 1678216878646797657, 1678216878647278785, 1678216878647566965
420, 588238, 1678216879646671503, 1678216879646966041, 1678216879647440289, 1678216879647733989
421, 582373, 1678216880646846143, 1678216880647142969, 1678216880647626714, 1678216880647912261
422, 591078, 1678216881647042671, 1678216881647340212, 1678216881647803844, 1678216881648097381
423, 742595, 1678216882647204351, 1678216882647500674, 1678216882647813701, 1678216882648259973
424, 597582, 1678216883647403231, 1678216883647695844, 1678216883648167172, 1678216883648472141
425, 588789, 1678216884647554543, 1678216884647849095, 1678216884648375344, 1678216884648669581
426, 593060, 1678216885647720927, 1678216885648019900, 1678216885648486086, 1678216885648780173
427, 585575, 1678216886647872975, 1678216886648167249, 1678216886648648056, 1678216886648939357
428, 591397, 1678216887648091183, 1678216887648387934, 1678216887648859855, 1678216887649154501
